lat,lon,restoration,DHW_trend,SSTA_mean_trend,HS_trend,BAA_trend,light_trend,fishing_demersal_destructive_trend,remotness,rich,cumulative_impact_trend,SST_trend
128,614,0,0.00226031932799,0.116587901391556,0.009372007114516,1.51807228915662,3222.44942709557,-160.219719544115,0.357191890478134,367,11.6064761666901,0.063276498613601
128,615,1,0.000645359368808,0.1021540776973,0.004483194425468,-0.406077348066302,481.94929739571,-92.3044638592109,0.174428179860115,367,8.70377721056402,0.064994122378272
128,616,0,0.000562590806303,0.099091381465305,-0.002596415389829,0.22222222222222,217.496531055518,-90.4521204418238,0.038767542690039,367,-8.27070984548765,0.068768807428029
128,617,0,0.000679751128621,0.105010584220152,-0.01662154769753,-0.707865168539328,772.275679801867,-135.673160390425,0.148860603570938,358,-11.0956158540823,0.075572817604921
129,12,0,0.003157430931967,0.08518999778151,0.025409869093133,0.813953488372093,NA,-2204.66994047639,6.60978746414185,60,5.78105879227948,0.014148467030659
129,13,0,0.003496765050615,0.06940270894535,0.01974998123891,0.976744186046512,NA,2388.69895940322,6.42018747329712,60,7.20404498252766,0.000997936086729
129,14,0,0.003990406368408,0.065028229521056,0.021297864019181,0.976744186046512,NA,-169.071287787157,6.23058748245239,60,11.0028892265664,0.000687242284144
129,15,0,0.004395947946895,0.070160098830561,0.022081370033832,1.4,NA,102654.99516436,6.04098749160767,60,14.2479474415915,0.005588259011371
129,16,0,0.004920768086891,0.064944311198722,0.026725099491869,1.69852941176471,-77769.8402659032,133.534177123134,5.85138750076294,60,13.6041653954404,0.001976593384271
129,17,0,0.005390968748779,0.054542915658164,0.024674090571641,1.90909090909091,NA,2719.55561066431,5.66180515289307,60,14.9632657111703,-0.00387362913774
129,19,0,0.007176318817773,0.052007334699601,0.02779961659415,2.08771929824561,NA,10200.1157049837,5.28258752822876,60,15.935520805223,0.003298697014679
129,20,0,0.00711940863399,0.060456559320593,0.027441427001052,2.02409638554217,NA,-42672.3574115903,5.09298753738403,60,7.95843916496037,0.012725510427415
129,21,0,0.007760655976163,0.068964403385232,0.029896834320955,1.70454545454545,NA,9172920.17594475,4.90338754653931,0,3.90935056319804,0.026469746305507
129,22,0,0.008750484723203,0.076805702771016,0.031906057144449,2.53076923076923,NA,-440.514517131452,4.71378755569458,0,5.22391746612485,0.037416467660695
129,200,1,0.014336733551397,0.152797156880448,0.084018372017348,4.2,90.4871826191196,-51.8233114568728,0.049757298082113,57,51.5088300508951,0.094201435944754
129,202,0,0.011380257734553,0.158258264452156,0.070887336613306,2.1,1993.81011161449,-1291.27166805791,0.371325582265854,55,11.6890458462785,0.099241674909331
129,203,0,0.015893785389923,0.143416303816332,0.058143404963461,2.92622950819672,NA,1018.52849477673,0.518536150455475,53,-66.4001575291715,0.091237375162219
129,204,0,0.009231620361382,0.140217420747068,0.034559079569359,3.63461538461538,NA,-2957.53561038909,0.424626469612122,53,10.2739922895869,0.091703573881533
129,205,0,0.005615129607002,0.14003138519363,0.03117417611106,1.92857142857143,4799.01723444254,955.896717483969,0.320093482732773,53,-20.8150236766095,0.092640011276076
129,206,0,-0.004840121304113,0.130907699858533,0.032538331515159,0.233333333333331,7437.76019535387,627.335950793563,0.280089855194092,53,-15.720515289012,0.088388196212089
129,207,0,-0.005688306157817,0.129984932194877,0.037201986754967,2.35714285714286,1501.31731431425,1417.21940623466,0.352113485336304,53,-16.9008652343401,0.086399627387052
129,429,0,0.011586286475017,0.110941244525246,0.047823771685318,3.7707182320442,425.974113673586,-50.8510293458357,0.473369300365448,301,6.66529351308218,0.053115568968578
129,430,0,0.010197909290146,0.103442685643976,0.049031116649884,3.39928057553957,2251.22228270356,179.132213169423,0.24739071726799,303,5.9143272134742,0.0254243007052
129,433,0,0.007699471865378,0.07167488467145,0.031442942755832,3.24438202247191,NA,-10.4053703172785,0.379491209983826,305,7.08011429401807,0.0400903110149
129,434,0,0.008879681431256,0.103185842304414,0.051955531664786,3.871875,-5460.65082287706,-14.7239971306199,0.254002958536148,305,15.1136878244464,0.059215712773385
129,461,0,0.008661428191993,0.088007509062662,0.062574076009491,3.74561403508772,205.320755401997,27.9345620107815,0.088170439004898,108,-7.85481891365071,0.070085129023676
129,462,0,0.011502108403302,0.092694338743496,0.056305927984607,2.87903225806451,168.757976549473,39.89102446497,0.09095461666584,107,-33.3304120586468,0.071870809438215
129,463,0,0.015316435436323,0.090859792540867,0.054212329381379,2.21666666666666,36.7367610882672,90.6746302149237,0.044386569410563,107,17.2239163405286,0.075136612021858
129,464,1,0.017015828796174,0.094220076044195,0.03856381678643,1.66463414634146,129.178896278298,621.034067440023,0.082383319735527,107,22.3139256049924,0.084065808719924
129,465,0,0.019523392034387,0.094846683628707,0.033231261606543,1.27272727272727,-351.692949168672,-629.042407121992,0.266366600990295,107,19.7393284442106,0.090751233778103
129,469,0,0.028530245942365,0.096360131918582,0.072726471624956,4.27777777777777,283.967487452945,-855.678439628453,0.311052799224854,107,1.39677537716487,0.076665099797513
129,470,0,0.062838378919184,0.082191437870316,0.069325958563795,4.24038461538461,402.240304730121,-253.063114827109,0.275858968496323,106,-6.53059550591534,0.07348116526345
129,471,0,0.014724276226776,0.05086474581167,0.047706305706005,0.524999999999996,509.358251013668,-97.5641559698856,0.162834018468857,106,-14.8731082509612,0.068581404048381
129,472,0,0.034158979367143,0.070566974394705,0.073573178613838,3.45,158.670105463065,274.786032218247,0.057671863585711,106,-23.0199273721935,0.079114081287885
129,473,0,0.029126213592233,0.093796933667084,0.043070632332181,4.30327868852458,264.207749085769,43.6282087263726,0.092387288808823,110,-16.4094109154236,0.077785843070222
129,607,0,0.01337692364427,0.144221859418435,0.036685879694284,4.15625,32590.8254760548,45.353024680996,0.638918697834015,399,11.7500722553046,0.093528489640132
129,608,0,0.01212702151147,0.13555662713982,0.026737206356224,2.56914893617021,NA,69.3025697654783,0.828550755977631,397,6.6516067041495,0.090969671080734
129,610,0,0.007882162324472,0.137598054956649,0.024209123710569,1.29896907216495,NA,46.5297512577802,1.13557374477386,393,12.8782699590673,0.089013170723061
129,623,0,0.002580124590104,0.074201147070873,0.000280840649678,0.314102564102563,6566.04130090257,-656.140716347801,1.33734607696533,0,-20.2802399403593,0.058532329086684
130,16,0,0.005858049595236,0.078037928473813,0.02506866963739,2.49280575539568,NA,67008.2871576856,5.77285242080688,60,6.25637965555157,0.009726325777999
130,17,0,0.006292807664627,0.064497583531119,0.028776257429476,2.40764331210191,NA,55.7084556057165,5.58325242996216,60,0.043350653069252,0.002338814190831
130,19,0,0.007872607566504,0.053851764378994,0.030769386229058,2.20441988950276,NA,1947.35051480585,5.20405244827271,60,17.5646929447964,0.005601659751038
130,20,0,0.007800549188755,0.063887243060936,0.028461604556191,2.27710843373494,NA,4700.08457461649,5.01445245742798,60,13.70658468297,0.018116517183902
130,21,0,0.008243419815443,0.081626042594542,0.027721389359327,2.3625,NA,-56235.2870576549,4.82485246658325,0,3.89791105601039,0.034554584759502
130,22,0,0.009557323786242,0.086796230780158,0.029709695812777,2.74615384615385,NA,12389089.5329766,4.63525247573853,0,4.56493080898459,0.03750386086626
130,200,1,0.019003564914875,0.151632250042665,0.087565715358618,6.85714285714286,260.870915490216,-163.971623118248,0.130149856209755,56,27.4510441133856,0.095463450978228
130,202,0,0.012205638269266,0.154050062189055,0.082143207585881,2.75,-3439.61883004402,-2560.87315299497,0.448049902915955,55,5.52914878699161,0.100168071857607
130,203,0,0.010695567158575,0.121831679017032,0.075815665042501,4.17961165048544,NA,-3650.42486653341,0.47538685798645,53,-89.7356554483577,0.076023045189436
130,204,0,0.012470124448864,0.12936235430594,0.062637753815577,2.40983606557377,3386.55637395599,-1299.1607704467,0.313150644302368,53,-98.8027095060675,0.084443800695249
130,205,0,0.005410916878211,0.133428971500741,0.038846607684816,1.92857142857143,1225.98954740206,809.733569799243,0.158041387796402,53,-23.9957313286583,0.088364282046894
130,206,0,-0.00162638233493,0.131766483150659,0.025494140750069,0.233333333333331,1005.1552176027,5007.8061172694,0.09782849997282,53,-25.6834423509295,0.085442423457829
130,207,0,0.018526958844084,0.12591686553703,0.064019061095389,3.95901639344262,2091.13007702215,4323.10732714311,0.235161200165749,53,-9.73483084483677,0.081155856132801
130,208,0,0.025644469384879,0.131331388805953,0.068114127854276,5.04807692307692,993.708771973102,-1802.94058703981,0.37641778588295,53,-41.4998021069473,0.083519145009994
